XYDATA,PA,PLC,PC,PE,PET,PP,PS,PVC,Type A  BoxCD02 (PE),Type B  BoxAB10 (PE),Type C  BoxBC07 (PE),Type D BoxBA09 (PE),Type Z Box A B01 (un),Type B Box A B08 (PP),Type B Box A D04 (PP),Type A Box A D08 (PP),Type C Box B G06 (PS),"(1,1)"
1294.4196,1421.1,512.179,545.821,581.794,858.017,512.345,562.316,527.64,603.717,971.427,525.757,534.381,769.208,2395.8,644.016,779.03,589.274,2.224674679
1295.4196,1421.53,512.511,544.94,558.695,849.595,512.05,562.053,528.125,596.5,968.77,524.613,532.019,767.271,2392.61,643.488,779.027,588.48,0.648749225
1296.4196,1421.45,512.951,543.486,539.818,841.401,511.631,562.475,528.905,592.944,966.691,523.436,530.299,766.808,2392.69,643.583,778.258,587.601,1.894516496
1297.4196,1421.02,513.516,541.711,529.169,834.184,511.25,563.597,529.852,591.92,965.156,522.391,529.561,767.877,2395.66,644.282,777.121,587.731,0.671760271
1298.4196,1420.58,514.086,540.537,523.726,828.367,511.228,564.8,530.644,591.746,963.322,521.583,529.495,769.29,2398.39,645.28,776.56,588.623,1.248759617
1299.4196,1420.46,514.562,540.657,520.578,824.271,511.806,565.553,531.019,591.066,960.662,521.057,529.748,770.028,2398.41,646.25,777.214,589.192,2.713217058
1300.4196,1420.59,514.992,541.499,518.584,821.744,512.797,565.894,531.063,589.814,958.128,520.594,529.838,770.123,2396.46,646.805,778.324,588.752,0.491869648
1301.4196,1420.81,515.463,542.104,517.158,820.485,513.879,566.033,530.967,588.241,957.054,519.911,529.26,769.933,2394.12,646.55,778.76,588,0.318435481
1302.4196,1420.72,515.838,542.044,515.887,820.103,514.684,566.106,530.868,586.626,957.589,518.996,528.041,769.69,2392.34,645.636,778.124,587.902,0.92953218
1303.4196,1419.51,515.606,541.785,514.653,820.043,514.764,566.129,530.814,585.296,958.1,518.246,527.008,769.41,2391.08,645.035,777.115,588.563,1.849839488
1304.4196,1416.5,514.304,541.845,513.376,819.747,513.742,566.116,530.84,584.532,957.04,518.042,526.947,769.1,2390.22,645.619,776.469,589.066,-0.390082623
1305.4196,1412.68,512.445,542.364,512.113,818.722,512.079,566.261,530.952,584.215,955.019,518.296,527.604,768.867,2389.48,646.7,776.427,588.611,1.057222829
1306.4196,1410.11,511.148,543.247,511.005,816.52,510.763,566.865,531.138,584.032,953.847,518.656,528.152,768.886,2388.51,646.721,776.953,587.686,1.658723863
1307.4196,1410,511.127,544.265,510.138,812.907,510.473,568.051,531.377,583.746,954.639,518.831,528.064,769.233,2387.11,644.947,777.9,587.337,1.552754963
1308.4196,1410.65,511.708,544.749,509.406,808.359,510.819,569.336,531.625,583.318,956.433,518.708,527.721,769.659,2385.53,643.091,778.795,588.031,2.038619905
1309.4196,1409.85,511.948,543.961,508.671,803.5,511.203,570.127,531.833,582.748,957.908,518.217,527.656,769.848,2384.11,643.241,779.128,588.898,0.060094073
1310.4196,1407.33,511.594,541.907,507.957,798.755,511.535,570.272,531.967,582.213,958.423,517.552,527.964,769.665,2383.37,645.511,778.959,588.947,2.191879952
1311.4196,1405.18,511.212,539.474,507.481,794.323,512.326,570.146,532.005,582.047,958.053,517.187,528.288,769.178,2384.06,647.951,778.95,588.222,0.852438214
1312.4196,1405.17,511.295,537.47,507.403,790.34,513.993,570.146,531.944,582.493,956.954,517.488,528.313,768.487,2386.59,648.863,779.67,587.634,0.97617612
1313.4196,1405.9,511.509,535.817,507.409,786.587,516.081,570.62,531.885,583.262,955.595,518.096,528.129,767.822,2389.19,648.697,780.964,587.906,0.125396379
1314.4196,1404.66,511.17,534.06,506.982,782.703,517.763,571.893,531.973,583.889,954.559,518.383,527.979,767.468,2389.29,648.709,782.403,588.76,1.241018816
1315.4196,1400.48,510.017,532.053,505.944,778.762,518.626,573.838,532.266,584.082,954.287,518.057,527.956,767.625,2386.51,649.547,783.753,589.633,0.612348942
1316.4196,1396.39,508.745,530.347,504.865,775.83,519.194,575.321,532.622,583.851,954.933,517.493,527.856,768.308,2384.78,650.656,785.165,590.192,1.851457479
1317.4196,1395.74,508.133,529.545,504.383,774.999,520.103,575.173,532.884,583.247,956.56,517.119,527.462,769.482,2388.16,651.402,786.849,590.466,2.569374942
1318.4196,1398.23,508.167,529.598,504.508,775.665,521.797,573.911,533.062,582.464,958.421,516.999,526.837,770.677,2395.32,651.997,789.249,590.51,2.755136948
1319.4196,1400.64,508.195,529.928,504.746,775.842,524.561,573.416,533.301,581.784,959.186,516.937,526.246,771.074,2401.02,653.264,792.972,590.342,3.006717328
1320.4196,1400.48,507.738,530.043,504.704,774.047,528.565,575.046,533.684,581.421,958.036,516.793,525.924,770.156,2401.7,655.8,798.293,589.953,1.594148451
1321.4196,1398.84,507.158,529.916,504.512,771.211,533.471,577.63,534.011,581.335,956.207,516.675,525.962,768.811,2400.59,659.255,804.17,589.417,0.570127987
1322.4196,1397.84,507.048,529.646,504.443,768.922,538.808,579.312,534.009,581.438,955.401,516.749,526.414,768.301,2402.5,663.05,809.255,589.058,0.526016127
1323.4196,1398.01,507.577,529.314,504.565,767.875,544.23,579.317,533.629,581.687,955.949,517.064,527.085,768.976,2408.78,666.574,812.999,589.226,1.582186274
1324.4196,1397.55,508.284,528.965,504.645,767.428,549.588,578.489,533.162,582.096,956.347,517.517,527.452,769.824,2416.13,669.173,815.905,589.857,1.321500692
1325.4196,1394.83,508.691,528.644,504.446,766.89,554.678,577.725,532.899,582.652,955.261,517.979,527.077,769.843,2421.31,670.27,818.383,590.451,0.277514506
1326.4196,1391.47,508.679,528.357,503.975,766.152,558.661,577.197,532.867,583.131,953.696,518.242,526.371,769.127,2423.72,669.896,819.503,590.562,1.931905312
1327.4196,1390.87,508.317,528.096,503.364,765.422,560.354,576.684,532.949,583.223,953.772,518.054,526.157,768.37,2424.07,668.379,817.697,590.187,0.630919142
1328.4196,1394.55,507.742,527.85,502.749,764.81,558.948,575.994,533.032,582.848,956.369,517.373,526.81,768.066,2422.91,666.014,812.367,589.492,1.942694701
1329.4196,1398.78,507.273,527.615,502.27,764.156,554.709,575.036,533.014,582.437,959.259,516.673,527.595,768.134,2420.32,663.013,805.336,588.644,2.051530034
1330.4196,1399.05,507.244,527.389,502.056,763.257,548.122,573.748,532.802,582.46,959.872,516.483,527.654,768.394,2416.35,659.579,798.734,587.82,1.209643926
1331.4196,1395.45,507.65,527.293,502.029,762.071,540.36,572.311,532.403,582.901,958.081,516.828,527.031,768.695,2411.36,656.013,793.455,587.203,-0.386138301
1332.4196,1392.51,508.143,527.562,501.907,760.717,533.282,571.154,531.927,583.368,955.916,517.289,526.567,768.922,2405.97,652.698,789.3,587.018,1.475334798
1333.4196,1393.96,508.407,528.329,501.488,759.363,528.412,570.595,531.475,583.527,955.07,517.513,526.921,768.998,2400.74,650.017,786.017,587.523,0.987975983
1334.4196,1397.59,508.357,529.097,501.079,758.433,525.237,570.28,531.073,583.341,955.229,517.53,527.75,769.071,2395.87,648.333,783.281,588.754,1.825347442
1335.4196,1399.21,507.993,529.159,501.159,758.431,522.548,569.628,530.719,582.852,955.475,517.488,528.407,769.366,2391.44,647.99,780.748,589.923,1.754197689
1336.4196,1397.31,507.417,528.349,501.801,759.326,519.72,568.375,530.44,582.275,955.481,517.445,528.594,769.909,2387.81,648.773,778.387,590.077,0.848661891
1337.4196,1395.32,506.913,527.466,502.344,760.129,517.186,566.829,530.31,582.067,955.852,517.317,528.567,770.367,2385.75,649.564,776.674,589.146,-0.098766686
1338.4196,1396.76,506.759,527.34,502.13,759.859,515.45,565.355,530.38,582.599,957.167,517.028,528.605,770.406,2385.88,649.302,776.056,588.166,0.276233505
1339.4196,1400.53,506.974,527.921,501.435,758.828,514.555,564.259,530.407,583.386,958.888,516.715,528.745,770.088,2387.1,648.225,776.239,588.088,-0.559292053
1340.4196,1402.56,507.402,528.592,501.134,758.181,514.243,563.809,529.954,583.503,959.84,516.635,528.886,769.735,2387.29,647.319,776.511,588.714,1.218261082
1341.4196,1400.32,507.87,528.879,501.748,758.685,514.255,564.053,528.821,582.563,959.277,516.917,528.953,769.643,2385.46,647.204,776.445,589.337,0.725329852
1342.4196,1396.74,508.146,528.818,502.566,759.772,514.334,564.298,527.609,581.572,957.729,517.305,528.954,770.021,2383.92,647.389,776.461,589.463,3.041009012
1343.4196,1395.81,507.993,528.552,502.642,760.6,514.231,563.727,527.067,581.695,955.957,517.483,528.912,771.039,2385.46,647.209,777.118,589.095,-0.896622216
1344.4196,1398.1,507.502,528.193,501.862,760.595,513.913,562.386,527.217,582.889,954.498,517.419,528.79,772.371,2389.6,646.714,778.395,588.32,2.607665818
1345.4196,1400.32,507.139,527.809,501.069,759.487,513.598,561.322,527.251,584.016,953.667,517.368,528.489,773.121,2392.59,646.686,779.69,587.48,-0.760293001
1346.4196,1399.64,507.28,527.47,501.018,757.233,513.504,561.426,526.491,584.144,953.686,517.529,527.952,772.569,2391.41,647.738,780.512,587.123,1.264225278
1347.4196,1397.68,507.593,527.224,501.542,755.142,513.777,562.23,525.425,583.548,954.32,517.718,527.365,771.365,2388.15,649.36,781.169,587.581,0.229181448
1348.4196,1397.83,507.463,527.114,502.106,755.064,514.536,562.722,525.009,582.875,955.175,517.612,526.998,770.706,2386.67,650.649,782.246,588.244,0.77683877
1349.4196,1401.24,506.724,527.134,502.363,757.522,515.796,562.305,525.62,582.557,956.134,517.078,527.029,771.13,2388.95,651.225,783.945,588.259,1.597562428
1350.4196,1404.54,506.132,527.184,502.361,760.317,517.37,561.243,526.451,582.686,957.586,516.321,527.46,771.815,2393.54,651.653,785.775,587.531,0.071857531
1351.4196,1404.07,506.477,527.162,502.2,761.094,519.059,559.907,526.613,583.299,959.864,515.579,528.248,771.846,2398.66,652.548,787.224,587.032,1.007853762
1352.4196,1400.42,507.488,527.114,502.049,759.893,520.874,558.771,526.102,584.222,962.052,515.074,529.045,771.292,2403.2,653.967,788.367,587.655,0.596893478
1353.4196,1397.22,508.127,527.191,502.13,758.484,522.978,558.378,525.556,585.156,962.438,515.013,529.302,770.938,2406.47,655.604,789.658,588.97,-0.262364867
1354.4196,1397.21,507.691,527.48,502.547,758.226,525.384,559.045,525.457,585.821,960.154,515.494,528.684,771.294,2408.01,657.111,791.254,589.885,0.015402097
1355.4196,1399.42,506.824,527.813,502.977,758.756,527.524,560.233,525.639,585.985,957.179,516.237,527.567,771.79,2408.15,658.009,792.322,589.791,0.289538785
1356.4196,1402,506.466,527.969,503.001,759.317,528.708,561.209,525.791,585.45,956.011,516.895,526.467,771.615,2407.38,657.815,791.857,589.312,1.438276813
1357.4196,1403.81,506.806,527.973,502.602,759.63,528.702,561.66,525.791,584.543,957.213,517.227,525.778,770.658,2406.15,656.677,789.838,589.223,1.565220127
1358.4196,1404.51,507.084,528.163,502.264,760.013,527.852,561.8,525.751,584.109,959.187,517.121,525.747,769.683,2404.86,655.446,787.337,589.594,1.861026832
1359.4196,1403.99,506.63,528.82,502.429,760.785,526.51,561.851,525.774,584.805,960.466,516.541,526.498,769.401,2403.87,654.85,785.36,589.874,1.90322049
1360.4196,1403.15,505.826,529.703,502.974,761.966,524.779,561.84,525.768,586.144,961.07,515.886,527.401,769.724,2403.31,654.605,784.121,589.659,0.499722745
1361.4196,1403.3,505.517,530.337,503.537,763.447,522.66,561.712,525.557,587.26,961.592,515.721,527.542,770.22,2403.21,654.045,783.533,589.341,0.589056714
1362.4196,1405.05,506.11,530.444,503.931,765.199,520.233,561.476,525.084,587.67,962.344,516.196,526.693,770.672,2403.31,652.919,783.409,589.532,2.624629826
1363.4196,1407.34,507.054,530.169,504.375,767.363,517.753,561.28,524.551,587.546,963.1,516.663,525.945,771.346,2402.8,651.782,783.376,590.329,0.239074117
1364.4196,1408.99,507.697,529.715,505.11,770.048,515.496,561.279,524.18,587.125,963.58,516.453,526.429,772.534,2400.94,651.23,783.065,591.045,1.287576609
1365.4196,1409.93,507.852,529.214,505.975,772.569,513.725,561.449,523.958,586.679,963.639,515.791,527.869,773.939,2398.75,651.213,782.432,591.03,1.304957997
1366.4196,1411,507.687,528.75,506.5,773.625,512.687,561.625,523.687,586.503,963.219,515.507,529.03,774.813,2398.5,651.245,781.65,590.528,1.348982897
1367.4196,1412.74,507.356,528.399,506.359,772.507,512.506,561.627,523.26,586.677,962.366,516.115,529.042,774.626,2401.47,650.989,780.884,590.251,0.915256654
1368.4196,1414.51,506.921,528.208,505.828,770.913,512.802,561.225,522.936,586.636,961.469,516.981,528.352,773.768,2405.53,650.657,780.252,590.534,1.62660027
1369.4196,1415.37,506.422,528.218,505.328,771.097,513.079,560.187,523.058,585.729,960.984,517.251,527.684,772.851,2407.86,650.573,779.861,590.697,1.357269277
1370.4196,1415.02,506.023,528.447,505.006,773.326,513.102,558.759,523.641,584.213,961.016,516.808,527.404,772.254,2407.74,650.777,779.722,589.952,-0.278903767
1371.4196,1413.99,506.042,528.887,504.656,775.294,512.971,557.805,524.279,583.267,961.273,516.388,527.465,772.051,2406.89,650.987,779.74,588.553,0.692670689
1372.4196,1412.84,506.722,529.503,504.082,774.883,512.797,558.054,524.585,583.803,961.496,516.623,527.76,772.253,2406.93,650.949,779.827,587.695,-0.262085681
1373.4196,1412.07,507.677,530.061,503.325,772.692,512.572,558.952,524.547,585.029,961.784,517.198,527.946,772.553,2408.08,650.731,779.989,588.261,1.109017724
1374.4196,1412.17,508.237,530.241,502.534,770.53,512.233,559.366,524.323,585.579,962.373,517.427,527.59,772.504,2410.04,650.522,780.27,589.471,2.430182286
1375.4196,1413.36,508.07,529.927,501.87,769.502,511.758,558.68,524.079,584.932,963.3,517.085,526.677,771.946,2412.26,650.467,780.634,590.059,1.369275335
1376.4196,1415.3,507.595,529.456,501.514,769.125,511.217,557.434,524.004,584.033,964.203,516.85,526.01,771.362,2413.76,650.631,780.903,589.587,-0.374977666
1377.4196,1417.54,507.308,529.205,501.631,768.725,510.679,556.291,524.26,583.864,964.713,517.423,526.39,771.298,2413.64,651.045,780.878,588.865,-0.186348898
1378.4196,1419.16,507.278,529.264,502.055,768.014,510.093,555.396,524.635,584.315,964.975,518.522,527.458,771.9,2412.09,651.484,780.379,588.714,0.502034351
1379.4196,1418.93,507.25,529.501,502.376,766.995,509.308,554.496,524.623,584.628,965.477,519.197,528.064,773.006,2410.09,651.55,779.235,589.12,-1.05472257
1380.4196,1416.31,507.032,529.825,502.289,765.785,508.26,553.417,523.933,584.345,966.481,518.884,527.489,774.381,2408.56,651.065,777.491,589.625,0.351218089
1381.4196,1413.68,506.722,530.321,501.954,764.913,507.219,552.341,523.138,583.931,967.44,518.39,526.531,775.53,2408.18,650.603,775.933,589.892,1.488152432
1382.4196,1414.05,506.485,531.116,501.641,764.991,506.532,551.53,523.006,584.002,967.652,518.779,526.286,775.904,2409.56,650.875,775.474,589.893,0.453950825
1383.4196,1417.63,506.435,532.135,501.51,765.97,506.27,551.14,523.653,584.624,966.873,520.085,526.999,775.429,2412.54,651.773,776.115,589.653,-0.096478815
1384.4196,1421.09,506.622,533.054,501.586,766.954,506.155,551.191,524.361,585.324,965.376,521.181,527.953,774.638,2416.13,652.273,776.83,589.243,3.16341829
1385.4196,1421.41,507.077,533.561,501.849,767.119,505.939,551.641,524.462,585.692,963.543,521.101,528.499,774.043,2419.28,651.535,776.762,588.771,1.263718685
1386.4196,1419.38,507.732,533.556,502.013,766.524,505.75,552.104,524.045,585.79,962.266,520.236,528.698,773.75,2420.87,650.15,776.41,588.375,2.408420865
1387.4196,1417.47,508.475,533.029,501.679,765.61,505.882,552.041,523.523,585.832,962.62,519.486,528.874,773.691,2419.77,649.241,776.785,588.305,0.790973483
1388.4196,1417.19,509.099,532.103,500.799,764.897,506.371,551.302,523.168,585.917,964.735,519.301,529.154,773.8,2416.35,649.382,778.196,588.838,1.113700282
1389.4196,1418.08,509.193,531.188,500.072,765.064,506.714,550.559,522.942,585.952,966.98,519.294,529.288,774.022,2413.8,650.107,779.645,589.873,2.303765177
1390.4196,1419.43,508.383,530.693,500.223,766.739,506.39,550.53,522.773,585.844,967.702,519.03,529.018,774.325,2415.28,650.855,780.098,590.762,1.999781871
1391.4196,1421.01,507.185,530.54,501.068,769.532,505.584,551.131,522.627,585.677,967.218,518.558,528.476,774.929,2419.89,651.246,779.704,590.904,1.272377532
1392.4196,1422.94,506.76,530.3,501.76,772.322,504.992,551.697,522.496,585.632,967.103,518.239,528.041,776.241,2424.18,651.016,779.373,590.434,0.699648882
1393.4196,1425.2,507.812,529.716,501.713,774.147,505.092,551.754,522.381,585.85,968.298,518.275,527.987,778.397,2425.89,650.181,779.662,589.85,0.926456986
1394.4196,1427.38,509.335,529.189,501.349,774.693,505.516,551.559,522.314,586.353,969.669,518.342,528.238,780.532,2426.81,649.634,779.974,589.548,1.506683351
1395.4196,1428.96,509.966,529.255,501.304,773.818,505.716,551.532,522.334,587.138,969.729,518.036,528.646,781.576,2429.37,650.389,779.521,589.672,0.317030026
1396.4196,1429.61,509.391,529.919,501.689,772.161,505.484,551.799,522.462,587.998,968.457,517.456,529.034,781.256,2432.83,652.203,778.368,590.307,2.098246065
1397.4196,1429.17,508.532,530.568,501.995,771.277,505.016,552.143,522.703,588.548,967.355,517.227,529.193,780.236,2433.14,653.519,777.476,591.224,1.102177068
1398.4196,1427.7,508.242,530.677,501.789,772.465,504.533,552.343,523.033,588.512,967.722,517.817,528.975,779.163,2427.48,653.11,777.658,591.933,1.248238955
1399.4196,1426.31,508.495,530.534,501.345,775.044,504.254,552.276,523.273,588.172,969.36,518.69,528.582,778.227,2420.75,651.891,778.719,592.034,2.182043329
1400.4196,1426.54,508.916,530.743,501.212,777.559,504.401,551.856,523.184,587.97,971.559,518.978,528.331,777.438,2420.42,651.493,780.113,591.513,0.937338723
1401.4196,1428.8,509.254,531.505,501.653,779.198,504.956,551.219,522.759,588.072,973.583,518.417,528.318,776.844,2428.22,652.423,781.265,590.463,0.805048508
1402.4196,1431.32,509.499,532.246,502.379,780.368,505.443,550.92,522.437,588.233,974.662,517.769,528.258,776.564,2436.26,653.294,781.545,589.293,1.982857848
1403.4196,1432.25,509.668,532.373,503.069,781.609,505.388,551.488,522.667,588.228,974.169,517.8,527.876,776.708,2436.72,652.732,780.455,588.817,-1.278766014
1404.4196,1431.56,509.802,532.055,503.728,783.344,504.904,552.591,523.411,588.246,972.955,518.391,527.322,777.175,2431.33,651.281,778.87,589.685,1.882477493
1405.4196,1430.42,509.951,531.952,504.577,785.923,504.481,553.337,524.317,588.686,972.703,518.916,526.983,777.728,2427.24,650.569,778.44,591.143,0.700744414
1406.4196,1429.82,510.164,532.451,505.756,789.331,504.48,553.114,525.1,589.858,974.27,519.002,527.118,778.152,2429.02,651.533,779.979,591.833,1.196305285
1407.4196,1430.06,510.478,533.027,507.142,792.395,504.816,552.233,525.703,591.854,976.194,518.981,527.624,778.31,2433.86,653.153,781.964,591.236,-0.709026256
1408.4196,1431.3,510.923,533.006,508.585,793.759,505.316,551.18,526.118,594.718,976.703,519.29,528.331,778.097,2437.83,654.132,782.563,590.588,-0.008689256
1409.4196,1433.24,511.501,532.37,510.495,793.234,505.783,550.275,526.465,598.171,975.771,519.971,529.02,777.742,2440.04,654.196,781.663,591.218,0.348699507
1410.4196,1435.1,512.179,531.779,513.863,791.833,506,549.664,526.991,601.684,974.947,520.717,529.429,777.821,2442.35,654.004,780.71,592.783,0.882307541
1411.4196,1436.3,512.909,531.768,519.311,790.422,505.83,549.455,527.88,604.75,975.523,521.253,529.416,778.706,2446.06,654.088,780.835,593.76,2.757902198
1412.4196,1437.37,513.559,532.008,525.326,788.791,505.567,549.586,528.927,607.003,977.316,521.524,529.413,779.564,2449.49,654.243,781.437,593.15,0.346234416
1413.4196,1439.21,513.97,531.891,529.698,786.373,505.65,549.941,529.801,608.112,979.713,521.54,530.002,779.179,2450.16,654.059,781.43,591.845,2.042723136
1414.4196,1441.99,514.104,531.257,531.188,783.13,506.166,550.401,530.455,607.892,981.839,521.342,531.2,777.436,2447.52,653.556,780.656,591.121,-0.277321471
1415.4196,1444.64,514.118,530.685,530.151,779.886,506.637,550.839,531.303,606.34,982.448,521.017,532.203,776.023,2443.88,653.368,780.278,591.397,2.978817305
1416.4196,1446.15,514.161,530.742,527.135,777.449,506.604,551.138,532.742,603.596,980.573,520.657,532.265,776.55,2441.47,654.061,781.342,592.152,0.469655521
1417.4196,1446.77,514.099,531.273,523.169,775.758,506.291,551.25,534.625,600.694,977.675,520.345,531.567,778.394,2440.4,655.267,783.136,592.859,1.46291079
1418.4196,1447.45,513.651,531.728,519.545,774.279,506.292,551.162,536.505,599.032,976.364,520.167,530.731,779.714,2439.74,656.179,784.12,593.253,1.788783275
1419.4196,1448.96,512.727,531.752,517.124,772.774,506.895,550.953,538.137,599.283,977.843,520.167,530.217,779.399,2439.33,656.354,783.639,593.166,3.467464657
1420.4196,1451.58,511.752,531.506,515.649,771.786,507.585,550.928,539.796,600.68,980.115,520.3,530.111,778.272,2440.68,656.179,783.073,592.597,1.873631472
1421.4196,1455.45,511.212,531.225,514.705,771.928,507.763,551.403,541.811,602.341,980.899,520.502,530.426,777.44,2445.33,656.149,783.962,591.837,3.080924454
1422.4196,1459.96,511.255,530.991,514.284,772.825,507.624,552.257,543.984,604.054,980.274,520.633,530.872,777.52,2451.75,656.609,786.14,591.195,0.761723611
1423.4196,1463.87,511.736,530.756,514.728,773.255,508.04,552.989,545.661,606.042,980.079,520.491,530.929,778.71,2456.12,657.794,788.165,590.883,0.854742693
1424.4196,1466.44,512.508,530.512,516.235,772.463,509.62,553.238,546.32,608.628,981.537,519.995,530.282,780.946,2456.03,659.733,789.092,591.053,1.166484309
1425.4196,1469.31,513.453,530.459,518.362,771.794,511.737,553.273,546.058,612.418,983.423,519.518,529.38,783.094,2454.51,661.711,789.923,591.643,-0.186314652
1426.4196,1474.66,514.462,530.84,520.502,773.105,513.459,553.528,545.137,618.05,984.006,519.523,528.837,783.762,2455.73,662.874,792.072,591.997,1.195080752
1427.4196,1482.58,515.399,531.573,522.514,776.418,514.705,554.228,543.879,625.641,983.07,520.004,528.892,782.816,2460.29,663.322,795.836,591.416,-0.914747814
1428.4196,1490.36,516.098,532.143,524.862,779.333,516.514,555.322,542.683,634.778,982.157,520.418,529.355,781.764,2464.68,664.264,800.226,590.277,0.497139
1429.4196,1495.56,516.428,532.117,528,779.73,519.799,556.743,541.899,645.25,982.593,520.323,530.01,781.956,2465.89,666.639,804.213,589.918,1.260288891
1430.4196,1498.79,516.533,531.838,531.992,778.591,524.067,558.433,541.511,658.03,983.805,520.082,530.635,782.82,2465.22,669.402,806.963,591.252,0.075260353
1431.4196,1501.96,516.675,531.98,536.736,778.226,528.216,560.337,541.347,674.436,984.523,520.35,531.004,782.96,2465.64,670.779,807.725,593.155,1.896081635
1432.4196,1506.05,517.041,532.885,542.205,779.752,531.322,562.318,541.174,693.494,984.378,521.267,530.97,781.786,2468.42,670.116,806.49,593.961,0.936037058
1433.4196,1510.01,517.661,534.21,548.528,781.863,532.823,564.07,540.644,710.678,984.598,522.048,530.523,780.338,2471.96,668.75,804.557,593.268,2.180045435
1434.4196,1512.67,518.539,535.553,555.779,783.094,532.284,565.307,539.435,721.486,986.391,521.924,529.712,779.764,2474.49,668.077,803.23,592.385,-0.355153798
1435.4196,1513.82,519.538,536.817,563.153,783.632,530.26,566.228,537.721,724.23,989.075,521.184,529.045,780.073,2475.57,668.038,802.453,592.548,0.852348715
1436.4196,1513.92,520.434,538.1,569.262,784.76,527.97,567.354,536.007,718.663,990.865,520.742,529.296,780.522,2475.5,667.728,801.383,593.553,0.292418436
1437.4196,1513.41,521.046,539.506,572.783,787.14,526.36,569.07,534.629,705.706,990.717,521.121,530.715,780.614,2474.78,666.743,799.619,594.56,1.632177001
1438.4196,1512.61,521.344,541.133,572.645,789.375,525.47,571.301,533.374,689.057,989.658,521.761,532.094,780.687,2474.24,666.096,798.013,595.045,2.844804651
1439.4196,1511.79,521.329,543.061,567.914,789.737,525.159,573.875,531.931,672.713,989,521.957,532.054,781.218,2474.76,666.959,797.592,595.143,1.316379528
1440.4196,1510.99,521.015,545.041,559.64,788.306,525.308,576.527,530.334,659.04,988.795,521.678,530.69,782.05,2475.98,669.047,798.642,595.06,0.614683047
1441.4196,1509.97,520.432,546.488,550.872,786.979,525.821,578.898,528.962,649.149,987.981,521.498,529.397,782.393,2476.51,670.784,800.8,594.895,1.562812123
1442.4196,1508.54,519.632,546.955,544.238,787.331,526.663,580.729,528.103,643.593,985.877,521.807,529.307,781.655,2475.5,671.01,803.684,594.67,2.438650533
1443.4196,1506.64,518.788,546.767,539.765,788.88,528.086,582.312,527.509,640.956,983.622,522.118,530.212,780.402,2474.64,670.568,806.937,594.42,2.114193656
1444.4196,1504.25,518.108,546.489,536.665,790.5,530.43,584.1,526.765,639.396,982.825,521.718,531.539,779.56,2476.23,670.827,810.213,594.23,1.362391091
1445.4196,1501.56,517.613,546.389,534.458,791.463,533.69,585.982,525.659,638.112,983.902,520.535,532.799,779.601,2480,672.328,813.275,594.19,1.26374142
1446.4196,1499.06,517.046,546.294,533.121,791.641,537.346,586.997,524.282,637.505,985.697,519.34,533.616,780.326,2482.25,674.518,816.039,594.246,1.609679623
1447.4196,1497.17,516.158,546.003,532.626,791.013,540.9,586.287,522.793,637.952,987.046,518.846,533.676,781.433,2479.92,676.835,818.506,594.201,0.310112169
1448.4196,1495.69,514.963,545.415,532.567,790.028,544.359,584.385,521.717,639.308,987.45,518.961,533.045,782.288,2476.07,679.152,821.211,593.915,0.880847975
1449.4196,1494.09,513.605,544.474,532.358,789.365,547.979,582.503,521.75,641.235,986.699,519.253,531.952,782.094,2476.28,681.529,824.914,593.565,0.707984871
1450.4196,1492.26,512.331,543.287,531.788,789.425,551.907,581.178,523.015,643.517,984.925,519.475,530.735,780.648,2482.96,683.961,829.787,593.43,-0.062383098
1451.4196,1491,511.632,542.323,531.501,789.977,556.036,579.411,524.331,646.145,982.929,519.747,529.944,779.092,2492.2,686.325,834.857,593.555,0.066419697
1452.4196,1491.15,511.97,542.07,532.194,790.694,560.226,576.088,524.439,649.122,981.545,520.202,530.078,778.669,2499.64,688.481,839.057,593.644,0.674683713
1453.4196,1491.81,512.981,542.531,533.635,791.076,564.325,571.436,523.419,652.353,981.052,520.626,530.759,779.399,2504.34,690.273,841.868,593.409,0.019081196
1454.4196,1490.82,513.701,543.355,534.92,790.504,568.178,566.66,522.338,655.687,981.379,520.589,531.047,780.417,2507.53,691.534,843.111,592.883,1.223658253
1455.4196,1486.98,513.491,544.286,535.412,788.683,571.53,562.758,522.005,658.806,982.38,519.904,530.415,781.056,2510.17,692.195,842.743,592.248,0.280465311
1456.4196,1482.5,512.89,545.408,535.462,786.459,573.789,559.924,522.285,660.957,983.695,519.133,529.574,781.407,2512.22,692.48,841.102,591.707,-1.418051202
1457.4196,1480.2,512.673,546.873,535.613,784.892,574.303,558.172,522.84,661.369,984.934,518.943,529.428,781.725,2513.5,692.644,838.58,591.503,1.19017914
1458.4196,1480.28,513.016,548.673,535.929,784.231,572.757,557.205,523.371,660.107,985.844,519.431,530.048,782.202,2513.84,692.525,835.205,591.849,1.140286041
1459.4196,1480.07,513.469,550.626,535.966,783.857,569.191,556.403,523.624,657.92,986.304,520.157,530.73,782.97,2513.06,691.57,830.669,592.5,2.251895827
1460.4196,1477.46,513.603,552.496,535.339,783.177,563.767,555.25,523.427,655.358,986.213,520.716,530.909,784.018,2510.9,689.314,824.874,592.879,1.129414685
1461.4196,1473.77,513.287,553.795,534.132,781.943,557.194,553.872,523.018,652.122,985.531,520.942,530.789,784.603,2506.5,685.763,818.758,592.627,3.24562702
