XYDATA,PA,PLC,PC,PE,PET,PP,PS,PVC,Type A  BoxCD02 (PE),Type B  BoxAB10 (PE),Type C  BoxBC07 (PE),Type D BoxBA09 (PE),Type Z Box A B01 (un),Type B Box A B08 (PP),Type B Box A D04 (PP),Type A Box A D08 (PP),Type C Box B G06 (PS),"(1,1)"
396.4196,1080.27,504.322,538.808,497.474,705.148,533.237,557.776,519.832,561.84,887.546,511.682,522.252,729.749,2113.7,621.692,750.39,567.943,0.864075084
397.4196,1081.9,504.228,538.871,497.646,706.222,529.072,558.401,520.09,561.84,887.613,511.285,522.239,730.568,2113.7,621.692,750.39,567.943,0.198647002
398.4196,1082.89,503.73,538.67,498.087,707.871,524.573,558.513,520.61,561.84,887.228,510.928,521.96,731.602,2113.7,621.692,750.39,567.943,0.455664393
399.4196,1083.41,503.18,538.246,498.625,709.46,520.227,558.34,521.195,561.84,886.756,510.718,521.662,732.263,2113.7,621.692,750.39,567.943,-0.010089457
400.4196,1083.73,503.016,537.661,499.043,710.214,516.626,558.176,521.599,561.308,886.648,510.78,521.652,731.853,2111.63,621.016,748.442,567.915,-0.261855339
401.4196,1084.05,503.468,536.991,499.204,709.769,514.141,558.176,521.67,560.949,887.099,511.169,522.058,730.196,2105.6,620.132,746.026,567.952,2.044471814
402.4196,1084.48,504.217,536.348,499.168,708.848,512.56,558.127,521.509,560.832,887.619,511.754,522.535,728.495,2098.64,619.348,743.777,568.153,-0.122387375
403.4196,1085.08,504.856,535.85,499.029,708.348,511.577,557.757,521.259,560.998,887.614,512.377,522.666,728.178,2094.37,619.062,742.46,568.488,0.632317398
404.4196,1085.95,505.136,535.55,498.864,708.718,510.926,556.971,521.022,561.426,886.895,512.868,522.289,729.786,2094.69,619.414,742.401,568.905,1.144998593
405.4196,1087.2,505.146,535.367,498.71,709.44,510.425,556.052,520.814,561.96,886.155,513.045,521.793,731.949,2097.61,619.982,742.98,569.333,1.696948036
406.4196,1088.92,505.021,535.198,498.6,709.869,509.903,555.335,520.643,562.43,886.197,512.724,521.642,733.057,2100.69,620.28,743.461,569.654,1.216578908
407.4196,1090.94,504.849,534.921,498.524,709.68,509.261,554.893,520.527,562.739,887.303,511.975,522.006,732.481,2102.52,620.027,743.449,569.746,0.26078903
408.4196,1092.62,504.646,534.379,498.398,709.113,508.517,554.351,520.506,562.923,888.828,511.31,522.55,731.326,2103.54,619.32,743.152,569.561,2.46463384
409.4196,1093.26,504.415,533.409,498.137,708.465,507.705,553.29,520.622,563.034,890.045,511.28,522.888,730.86,2104.38,618.293,742.84,569.179,0.391569168
410.4196,1092.89,504.188,532.034,497.795,707.985,506.939,551.737,520.88,563.108,890.631,511.951,522.866,731.537,2105.46,617.183,742.683,568.696,1.63028194
411.4196,1092.64,504.031,530.538,497.643,707.853,506.444,550.364,521.225,563.161,890.853,512.689,522.671,732.631,2106.91,616.369,742.71,568.222,0.347876356
412.4196,1093.66,504.011,529.22,497.955,708.235,506.449,549.87,521.597,563.209,891.024,512.822,522.508,733.338,2108.82,616.23,742.934,567.889,2.088114949
413.4196,1096.02,504.107,528.176,498.665,709.003,506.866,550.323,521.867,563.27,891.351,512.266,522.458,733.438,2111.02,616.757,743.293,567.825,1.507066645
414.4196,1098.51,504.191,527.263,499.302,709.672,507.234,551.032,521.826,563.368,891.92,511.637,522.45,733.406,2112.98,617.477,743.636,568.051,0.596503754
415.4196,1099.85,504.137,526.327,499.392,709.761,507.093,551.284,521.274,563.524,892.797,511.565,522.41,733.733,2114.18,617.905,743.807,568.458,-0.67031854
416.4196,1099.94,503.961,525.303,498.949,709.236,506.468,550.914,520.364,563.677,893.795,512.132,522.367,734.333,2114.58,617.863,743.745,568.93,0.597471289
417.4196,1099.77,503.821,524.215,498.466,708.51,505.868,550.298,519.595,563.692,894.477,512.878,522.455,734.555,2114.58,617.478,743.477,569.407,1.594442153
418.4196,1100.34,503.872,523.095,498.425,707.999,505.785,549.811,519.448,563.441,894.438,513.341,522.797,733.789,2114.61,616.895,743.044,569.874,0.15698416
419.4196,1101.8,504.101,522.024,498.789,707.909,506.178,549.494,519.916,562.986,893.901,513.438,523.308,732.479,2115.22,616.362,742.647,570.318,1.217085997
420.4196,1103.67,504.366,521.121,499.109,708.27,506.575,549.12,520.603,562.545,893.603,513.387,523.733,731.914,2117.05,616.216,742.618,570.635,-0.765122475
421.4196,1105.47,504.533,520.494,498.961,709.092,506.531,548.471,521.123,562.322,894.211,513.392,523.839,733.263,2120.65,616.745,743.242,570.653,0.55134389
422.4196,1107.04,504.642,520.065,498.413,710.162,506.055,547.575,521.394,562.362,895.466,513.44,523.663,735.946,2125.21,617.699,744.236,570.232,2.163435878
423.4196,1108.42,504.848,519.636,497.85,711.124,505.452,546.613,521.533,562.602,896.501,513.37,523.421,738.243,2129.07,618.468,744.944,569.603,2.163699341
424.4196,1109.65,505.276,519.035,497.632,711.649,505.012,545.778,521.646,562.975,896.557,513.05,523.308,738.632,2130.79,618.521,744.799,569.242,1.663297844
425.4196,1110.66,505.754,518.317,497.809,711.678,504.831,545.303,521.715,563.417,895.958,512.624,523.291,737.569,2130.98,618.042,744.071,569.548,0.080717391
426.4196,1111.31,505.956,517.661,498.27,711.294,504.899,545.449,521.656,563.863,895.596,512.378,523.218,736.56,2131.35,617.595,743.475,570.218,0.695418262
427.4196,1111.51,505.628,517.212,498.892,710.618,505.193,546.379,521.406,564.251,896.228,512.551,522.971,736.885,2133.32,617.663,743.623,570.581,0.713784294
428.4196,1111.51,505.029,516.883,499.479,710.016,505.588,547.577,521.045,564.55,897.647,513.036,522.674,738.214,2136.36,618.122,744.392,570.106,1.419245391
429.4196,1111.7,504.635,516.488,499.803,709.958,505.915,548.244,520.714,564.738,899.233,513.578,522.556,739.533,2139.11,618.592,745.349,569.243,0.582158199
430.4196,1112.43,504.8,515.9,499.693,710.805,506.047,547.78,520.528,564.806,900.431,513.951,522.792,739.974,2140.49,618.771,746.127,568.856,-0.694636109
431.4196,1113.72,505.209,515.306,499.271,712.327,506.08,546.697,520.475,564.791,901.033,514.095,523.275,739.497,2141.04,618.763,746.719,569.578,1.452947218
432.4196,1115.52,505.317,515.001,498.759,714.092,506.184,545.882,520.499,564.751,900.945,514.004,523.804,738.339,2141.85,618.81,747.241,570.814,0.131757258
433.4196,1117.69,504.766,515.176,498.363,715.686,506.481,545.965,520.535,564.735,900.221,513.697,524.202,736.839,2143.66,619.095,747.784,571.56,0.892218431
434.4196,1119.73,503.972,515.589,498.208,716.76,506.889,546.496,520.481,564.772,899.524,513.305,524.402,735.767,2145.69,619.547,748.332,571.111,-0.595049485
435.4196,1121.05,503.56,515.883,498.4,716.982,507.271,546.743,520.226,564.886,899.677,512.984,524.365,736.009,2146.77,620.03,748.844,570,-0.234125511
436.4196,1121.36,503.923,515.812,498.95,716.254,507.53,546.268,519.735,565.073,901.095,512.851,524.089,737.978,2146.37,620.456,749.284,569.086,1.796754592
437.4196,1121.31,504.703,515.498,499.566,715.234,507.698,545.622,519.231,565.249,902.844,512.883,523.694,740.529,2146.03,620.901,749.641,568.969,0.091892825
438.4196,1121.76,505.388,515.139,499.891,714.742,507.833,545.555,518.992,565.311,903.716,513.027,523.328,742.197,2147.7,621.472,749.91,569.416,0.981004413
439.4196,1123.2,505.647,514.892,499.73,715.236,508.01,546.362,519.164,565.204,903.117,513.196,523.112,742.136,2152.26,622.18,750.16,570.026,2.018835999
440.4196,1125.2,505.627,514.808,499.311,716.251,508.354,547.149,519.563,564.992,902.047,513.212,523.119,741.113,2157.83,622.784,750.652,570.496,1.632188478
441.4196,1127.18,505.551,514.92,498.93,717.175,508.993,546.84,519.952,564.76,901.75,512.883,523.408,740.145,2162.07,623.003,751.677,570.782,1.93872224
442.4196,1128.73,505.56,515.182,498.762,717.629,509.953,545.103,520.187,564.606,902.799,512.245,523.921,739.859,2163.94,622.808,753.336,570.882,2.287100396
443.4196,1129.9,505.629,515.386,498.737,717.708,511.043,543.137,520.314,564.657,904.399,511.794,524.355,740.078,2164.92,622.668,755.347,570.846,1.014872714
444.4196,1130.73,505.713,515.306,498.755,717.563,512.048,542.313,520.402,565.041,905.599,512.074,524.385,740.526,2166.8,623.107,757.385,570.838,-0.559646807
445.4196,1131.25,505.757,514.892,498.775,717.259,512.856,543.073,520.459,565.679,905.956,513.163,523.97,741.02,2170.17,624.226,759.114,571.032,1.415085691
446.4196,1131.39,505.688,514.375,498.846,716.719,513.52,544.355,520.391,566.158,905.849,514.387,523.526,741.521,2173.78,625.438,760.188,571.46,0.595237155
447.4196,1131.06,505.435,514.011,499.026,715.864,514.106,544.984,520.103,566.049,905.72,515.02,523.503,742.003,2176.2,626.11,760.275,571.923,-1.122195411
448.4196,1130.53,505.036,513.928,499.324,714.904,514.629,544.603,519.68,565.335,905.698,514.84,523.944,742.439,2176.99,626.085,759.515,572.209,0.298766299
449.4196,1130.45,504.673,514.089,499.685,714.426,515.039,543.911,519.442,564.524,905.507,514.279,524.379,742.796,2176.94,625.819,758.657,572.266,2.371354344
450.4196,1131.5,504.529,514.446,500.052,715.005,515.283,543.651,519.707,564.142,904.868,513.795,524.326,743.047,2176.91,625.789,758.459,572.241,-0.478483445
451.4196,1133.58,504.671,514.87,500.338,716.411,515.302,543.915,520.361,564.358,904.057,513.556,523.783,743.227,2177.43,626.049,758.919,572.291,2.958406022
452.4196,1135.84,505.042,515.158,500.425,717.588,515.029,544.13,520.854,564.983,903.91,513.429,523.234,743.439,2178.74,626.229,759.267,572.387,1.476555411
453.4196,1137.44,505.569,515.118,500.21,717.518,514.409,543.735,520.651,565.807,905.218,513.281,523.16,743.778,2181.01,625.961,758.751,572.316,-0.141484661
454.4196,1138.34,506.029,514.864,499.791,716.452,513.539,542.757,519.837,566.574,907.615,513.142,523.572,744.182,2183.97,625.257,757.48,571.882,1.007851963
455.4196,1139.11,506.074,514.754,499.434,715.664,512.639,541.709,518.995,566.99,909.803,513.175,524.11,744.466,2186.99,624.43,756.254,571.239,1.276140596
456.4196,1140.3,505.406,515.12,499.383,716.328,511.913,541.075,518.679,566.799,910.575,513.519,524.425,744.452,2189.42,623.787,755.808,570.825,1.471504609
457.4196,1141.88,504.357,515.873,499.615,718.122,511.293,540.875,518.956,566.212,910.032,514.046,524.451,744.139,2190.79,623.435,755.946,571.035,1.376337488
458.4196,1143.43,503.659,516.659,499.933,719.77,510.539,540.831,519.578,565.731,909.108,514.454,524.299,743.636,2190.75,623.356,755.882,571.765,2.425720569
459.4196,1144.57,503.94,517.161,500.151,720.155,509.45,540.693,520.294,565.784,908.685,514.486,524.081,743.072,2189.1,623.522,754.942,572.591,1.781056531
460.4196,1145.23,504.93,517.406,500.193,719.605,508.158,540.475,520.856,566.185,909.123,514.281,523.889,742.727,2186.93,623.832,753.499,573.125,0.606515962
461.4196,1145.49,505.902,517.591,500.04,719.176,506.962,540.321,521.023,566.441,910.525,514.175,523.81,742.958,2185.94,624.149,752.443,573.265,1.902427169
462.4196,1145.48,506.247,517.883,499.69,719.718,506.126,540.359,520.626,566.171,912.849,514.437,523.903,744.026,2187.55,624.346,752.47,573.054,-0.638300985
463.4196,1145.59,506.085,518.242,499.241,720.772,505.679,540.606,519.962,565.683,915.176,514.916,524.078,745.586,2191.18,624.343,753.07,572.569,1.246859263
464.4196,1146.37,505.822,518.55,498.831,721.374,505.561,541.034,519.509,565.55,916.252,515.301,524.187,747.059,2195.47,624.084,753.268,572.093,1.572308939
465.4196,1148.08,505.764,518.691,498.572,720.841,505.68,541.574,519.634,566.174,915.219,515.346,524.114,747.937,2199.23,623.565,752.396,571.99,1.508541383
466.4196,1149.99,505.766,518.57,498.455,719.812,505.808,541.958,520.18,567.179,913.084,515.109,523.912,748.067,2201.92,623.051,751.197,572.495,1.467759493
467.4196,1151.01,505.546,518.099,498.438,719.316,505.674,541.858,520.836,567.96,911.395,514.733,523.678,747.396,2203.21,622.879,750.829,573.257,0.368307323
468.4196,1150.55,504.977,517.27,498.484,720.027,505.13,541.134,521.335,568.123,911.277,514.341,523.516,746.051,2203.01,623.222,752.015,573.761,1.963232495
469.4196,1149.69,504.472,516.373,498.577,721.368,504.458,540.3,521.55,567.989,912.368,513.972,523.544,744.802,2202.16,623.658,753.94,573.667,-0.034215717
470.4196,1149.89,504.566,515.759,498.707,722.48,504.033,540.018,521.391,568.035,913.977,513.646,523.882,744.558,2201.68,623.638,755.455,573.249,1.168158751
471.4196,1151.9,505.472,515.659,498.87,722.796,504.047,540.631,520.871,568.48,915.502,513.408,524.532,745.767,2202.36,622.928,755.82,572.908,-0.477978876
472.4196,1154.56,506.528,515.964,499.089,722.524,504.185,541.629,520.284,568.86,916.571,513.373,525.177,747.63,2204.34,622.135,755.396,572.889,0.643849844
473.4196,1156.4,506.933,516.514,499.39,722,504.051,542.362,519.969,568.603,916.855,513.666,525.45,749.14,2207.64,622.003,754.724,573.017,0.930965691
474.4196,1156.77,506.343,517.108,499.749,721.501,503.495,542.459,520.078,567.57,916.318,514.251,525.214,749.703,2211.96,622.853,754.228,573.05,1.223587004
475.4196,1156.64,505.351,517.469,500.039,721.177,502.872,542.132,520.384,566.502,915.533,514.767,524.803,749.564,2216.35,624.145,754.104,572.92,-0.432962251
476.4196,1157.2,504.66,517.317,500.122,721.161,502.596,541.659,520.613,566.232,915.136,514.82,524.605,749.072,2219.78,625.241,754.515,572.91,0.954396734
477.4196,1158.86,504.6,516.706,499.959,721.474,502.821,541.271,520.648,566.963,915.444,514.344,524.771,748.594,2221.81,625.791,755.36,573.334,1.411138874
478.4196,1160.85,504.905,516.223,499.671,721.96,503.292,541.116,520.616,567.926,916.265,513.788,525.092,748.519,2222.85,625.897,756.124,574.188,0.922356619
479.4196,1162.33,505.267,516.484,499.388,722.446,503.725,541.33,520.663,568.288,917.366,513.636,525.326,749.227,2223.4,625.699,756.273,574.975,1.152507066
480.4196,1163.02,505.508,517.496,499.166,722.826,503.995,541.854,520.84,567.922,918.529,514.012,525.36,750.622,2223.93,625.295,755.816,575.174,2.281502802
481.4196,1163.44,505.618,518.534,498.97,723.067,504.173,542.392,521.076,567.536,919.556,514.61,525.231,752.03,2224.9,624.739,755.41,574.735,1.137829746
482.4196,1164.08,505.602,518.858,498.766,723.149,504.338,542.645,521.298,567.847,920.254,515.107,524.983,752.767,2226.69,624.084,755.724,574.162,2.891626123
483.4196,1165.05,505.535,518.463,498.603,723.197,504.468,542.572,521.487,568.777,920.534,515.346,524.687,752.65,2228.94,623.456,756.762,573.968,0.619245788
484.4196,1166.05,505.561,518.028,498.612,723.471,504.447,542.375,521.674,569.51,920.403,515.324,524.437,751.967,2230.58,623.053,757.917,574.206,0.701495659
485.4196,1166.81,505.81,518.207,498.913,724.201,504.171,542.254,521.884,569.277,919.887,515.052,524.321,751.024,2230.62,623.06,758.591,574.51,0.342475504
486.4196,1167.44,506.176,518.888,499.451,725.149,503.753,542.241,522.063,568.281,919.258,514.637,524.346,750.131,2229.57,623.495,758.637,574.526,-0.663498475
487.4196,1168.34,506.383,519.411,500.04,725.732,503.46,542.254,522.095,567.409,918.964,514.26,524.46,749.602,2229.08,624.252,758.228,574.263,2.423187012
488.4196,1169.82,506.192,519.18,500.504,725.458,503.53,542.211,521.882,567.451,919.392,514.078,524.617,749.715,2230.58,625.211,757.563,573.981,1.013107265
489.4196,1171.49,505.746,518.337,500.747,724.751,503.883,542.104,521.499,568.171,920.369,514.025,524.815,750.395,2233.74,626.12,756.988,573.924,0.349621923
490.4196,1172.51,505.399,517.435,500.723,724.541,504.263,541.963,521.116,568.778,921.413,513.913,525.073,751.38,2237.27,626.657,756.928,574.11,1.759009793
491.4196,1172.24,505.442,516.96,500.409,725.556,504.445,541.817,520.884,568.613,922.083,513.599,525.397,752.409,2240.03,626.569,757.705,574.44,-1.588079846
492.4196,1171.23,505.716,516.93,499.955,727.113,504.432,541.682,520.789,567.925,922.223,513.24,525.663,753.289,2242.09,626.089,758.924,574.8,2.870245471
493.4196,1170.51,505.877,517.165,499.58,727.94,504.322,541.569,520.752,567.332,921.799,513.118,525.698,753.851,2244.05,625.643,759.898,574.978,1.8936249
494.4196,1170.93,505.671,517.504,499.474,727.114,504.195,541.513,520.709,567.308,920.89,513.441,525.387,753.973,2246.31,625.558,760.121,574.721,1.152335322
495.4196,1172.31,505.304,517.866,499.668,725.448,504.052,541.649,520.659,567.634,920.135,514.059,524.915,753.754,2248.51,625.659,759.983,573.909,1.602519696
496.4196,1174.19,505.126,518.197,500.145,724.297,503.868,542.148,520.624,567.878,920.347,514.709,524.554,753.361,2250.04,625.617,760.144,573.048,-1.516566923
497.4196,1176.11,505.329,518.452,500.817,724.568,503.651,543.073,520.635,567.761,921.913,515.181,524.503,752.988,2250.6,625.263,761.047,572.826,-0.187795495
498.4196,1177.69,505.55,518.618,501.344,725.545,503.531,544.098,520.755,567.525,923.706,515.441,524.69,752.912,2251.02,625,762.345,573.633,-0.304304219
499.4196,1178.56,505.294,518.692,501.326,726.146,503.664,544.815,521.054,567.529,924.262,515.495,524.98,753.429,2252.35,625.358,763.514,574.81,-0.070809627
500.4196,1178.62,504.405,518.687,500.588,725.756,504.12,544.954,521.511,567.946,922.918,515.365,525.243,754.566,2254.91,626.539,764.146,575.47,1.784025458
501.4196,1178.39,503.617,518.667,499.547,724.998,504.737,544.631,521.864,568.465,921.125,515.11,525.35,755.625,2257.07,627.876,764.141,575.137,0.33521787
502.4196,1178.54,503.805,518.706,498.721,724.7,505.313,544.024,521.809,568.7,920.665,514.795,525.174,755.793,2256.89,628.571,763.451,574.366,0.931520093
503.4196,1179.4,505.222,518.8,498.445,725.275,505.72,543.354,521.29,568.482,922.282,514.497,524.753,754.827,2253.81,628.256,762.235,573.875,1.292555534
504.4196,1180.66,506.885,518.807,498.701,726.314,505.97,542.93,520.726,568.057,924.685,514.318,524.448,753.619,2250.03,627.419,761.065,574.017,1.093288838
505.4196,1181.92,507.677,518.567,499.427,727.316,506.093,543.064,520.59,567.717,926.364,514.357,524.652,753.177,2248,626.639,760.554,574.451,0.767664231
506.4196,1182.9,507.209,518.109,500.405,727.936,506.121,543.742,520.993,567.609,926.7,514.618,525.396,753.819,2248.91,626.241,760.959,574.765,1.894010379
507.4196,1183.44,506.162,517.737,501.192,728.055,506.09,544.466,521.517,567.672,926.368,514.961,526.184,754.83,2252.06,626.176,762.018,574.804,0.202647311
508.4196,1183.42,505.293,517.765,501.34,727.589,506.041,544.716,521.712,567.833,926.135,515.235,526.492,755.433,2256.6,626.368,763.428,574.776,0.476572716
509.4196,1183.25,504.953,518.128,500.814,726.856,506.084,544.445,521.488,568.056,926.331,515.38,526.177,755.428,2261.73,626.877,764.922,574.907,0.934348071
510.4196,1183.9,505.045,518.336,500.045,726.622,506.409,544.139,521.156,568.351,926.812,515.433,525.509,755.256,2266.68,627.908,766.272,575.265,0.282874621
511.4196,1186.28,505.438,517.915,499.47,727.612,507.196,544.281,521.037,568.727,927.408,515.433,524.776,755.362,2270.71,629.641,767.262,575.736,0.459508034
512.4196,1189.71,505.88,516.998,499.241,729.419,508.338,544.85,521.238,569.163,927.97,515.4,524.188,755.642,2273.09,631.645,767.86,576.202,2.296956178
513.4196,1192.15,506.018,516.231,499.266,730.686,509.494,545.401,521.688,569.614,928.367,515.338,523.888,755.529,2273.15,632.989,768.184,576.557,-0.090647207
514.4196,1191.73,505.543,516.204,499.449,730.178,510.334,545.519,522.301,570.026,928.496,515.252,523.991,754.521,2270.39,632.843,768.362,576.701,0.234911033
515.4196,1189.22,504.705,516.684,499.704,728.375,510.775,545.259,522.852,570.275,928.563,515.178,524.352,752.978,2266.63,631.659,768.554,576.552,-1.379683477
516.4196,1187.01,504.103,516.926,499.955,726.832,510.887,544.969,523.037,570.196,928.964,515.174,524.659,751.803,2265.11,630.685,768.941,576.195,1.135279149
517.4196,1187.21,504.255,516.304,500.132,726.896,510.757,544.966,522.618,569.675,929.983,515.283,524.65,751.793,2268.54,630.981,769.654,575.812,0.104881639
518.4196,1189.4,505.012,515.186,500.237,728.152,510.593,545.268,521.901,569.01,931.036,515.446,524.437,752.848,2275.62,632.103,770.439,575.568,2.053937671
519.4196,1191.97,505.918,514.403,500.306,729.365,510.658,545.757,521.447,568.684,931.138,515.558,524.31,754.452,2283.18,632.917,770.868,575.492,0.951614961
520.4196,1193.58,506.579,514.598,500.352,729.54,511.152,546.322,521.693,569.027,929.63,515.539,524.481,756.115,2288.48,632.547,770.621,575.552,0.540051328
521.4196,1194.26,506.97,515.379,500.274,728.981,511.936,546.899,522.407,569.577,927.595,515.428,524.773,757.484,2290.85,631.5,769.951,575.722,1.974992572
522.4196,1194.5,507.189,516.004,499.931,728.434,512.759,547.444,523.132,569.614,926.691,515.311,524.873,758.254,2290.34,630.745,769.304,575.998,1.632255663
523.4196,1194.67,507.302,515.938,499.282,728.505,513.402,547.918,523.512,568.711,928,515.239,524.581,758.266,2287.4,630.954,769.044,576.389,2.880144424
524.4196,1194.66,507.25,515.457,498.668,729.262,513.787,548.322,523.584,567.533,930.409,515.153,524.096,757.922,2284.06,631.684,769.232,576.871,-0.39160177
525.4196,1194.23,506.945,515.027,498.522,730.643,513.867,548.665,523.482,566.998,932.285,514.967,523.716,757.757,2282.71,632.223,769.857,577.319,1.333853517
526.4196,1193.39,506.386,514.946,499.034,732.404,513.604,548.983,523.348,567.615,932.58,514.675,523.648,758.061,2284.66,632.103,770.731,577.584,1.343656306
527.4196,1192.89,505.82,515.037,499.723,733.806,512.978,549.381,523.354,568.809,931.831,514.486,523.849,758.431,2288.3,631.513,771.191,577.583,0.009803064
528.4196,1193.56,505.533,515.043,499.998,734.03,511.974,549.981,523.677,569.827,930.837,514.647,524.232,758.351,2291.52,630.748,770.497,577.412,1.411601392
529.4196,1195.65,505.631,514.851,499.633,732.853,510.678,550.794,524.279,570.232,930.231,515.214,524.715,757.662,2293.11,630.044,768.531,577.196,1.862117405
530.4196,1198.25,505.86,514.628,499.126,731.245,509.379,551.623,524.695,570.2,930.325,515.877,525.213,756.91,2293.58,629.514,766.389,577.059,2.40129025
531.4196,1200.29,505.925,514.573,499.058,730.304,508.387,552.25,524.421,569.969,931.381,516.288,525.642,756.719,2293.64,629.254,765.29,577.12,-0.11027331
532.4196,1201.31,505.713,514.74,499.561,730.443,507.843,552.583,523.46,569.725,933.121,516.326,525.888,757.271,2293.66,629.21,765.548,577.497,1.077098387
533.4196,1201.67,505.367,514.972,500.123,731.073,507.639,552.719,522.556,569.573,934.491,516.19,525.796,758.112,2293.51,629.109,766.187,578.108,0.595292739
534.4196,1201.82,505.052,515.103,500.195,731.544,507.646,552.768,522.484,569.607,934.424,516.098,525.221,758.749,2293.04,628.677,766.165,578.601,1.138710442
535.4196,1202.16,504.896,515.088,499.709,731.733,507.69,552.761,523.267,569.809,933.007,516.074,524.33,759.023,2292.42,628.044,765.323,578.619,0.828437002
536.4196,1203.03,504.992,515.021,499.108,732.08,507.543,552.65,524.127,570.05,931.544,515.94,523.619,759.136,2292.18,627.761,764.435,578.13,1.931141643
537.4196,1204.75,505.415,514.997,498.837,733.005,506.996,552.39,524.297,570.196,931.312,515.53,523.567,759.309,2292.83,628.349,764.269,577.441,1.292044258
538.4196,1207,505.992,515.124,498.969,734.226,506.132,552.069,523.765,570.197,932.321,515.021,524.134,759.743,2294.42,629.563,764.822,576.857,0.855332585
539.4196,1208.93,506.36,515.511,499.282,734.903,505.267,551.878,523.121,570.06,933.601,514.858,524.881,760.631,2296.58,630.562,765.497,576.514,1.25766449
540.4196,1209.82,506.203,516.236,499.561,734.308,504.698,551.981,522.913,569.808,934.257,515.419,525.392,762.101,2298.95,630.585,765.742,576.42,0.609853246
541.4196,1209.94,505.736,517.056,499.686,732.991,504.457,552.227,523.11,569.571,934.365,516.359,525.6,763.68,2300.9,629.781,765.621,576.57,1.994812747
542.4196,1210.19,505.484,517.544,499.602,732.231,504.43,552.283,523.355,569.537,934.546,516.931,525.629,764.546,2301.67,628.815,765.543,576.889,1.310099235
543.4196,1211.29,505.873,517.364,499.281,733.071,504.497,551.876,523.345,569.849,935.294,516.527,525.589,764.042,2300.79,628.266,765.837,577.26,1.12301215
544.4196,1212.88,506.667,516.825,498.906,734.893,504.542,551.132,523.192,570.33,936.219,515.513,525.482,762.645,2299.88,628.134,766.284,577.585,1.076246499
545.4196,1214.15,507.353,516.5,498.747,736.395,504.448,550.347,523.179,570.681,936.571,514.647,525.262,761.299,2301.35,628.185,766.444,577.874,1.200227881
546.4196,1214.45,507.525,516.828,498.987,736.594,504.15,549.764,523.505,570.671,935.847,514.512,524.925,760.776,2306.73,628.233,766.007,578.178,0.201812268
547.4196,1213.96,507.276,517.617,499.396,736,503.817,549.394,523.969,570.378,934.655,514.908,524.644,761.055,2313.43,628.33,765.276,578.534,0.19559573
548.4196,1213.05,506.842,518.496,499.628,735.555,503.69,549.176,524.258,569.963,933.917,515.409,524.64,761.886,2317.66,628.592,764.723,578.899,0.325914799
549.4196,1212.09,506.406,519.162,499.477,735.841,503.892,549.074,524.184,569.595,934.191,515.656,525.019,762.944,2317.18,629.077,764.66,579.214,0.645153021
550.4196,1211.28,505.979,519.543,499.181,736.277,504.178,549.126,523.961,569.454,934.883,515.496,525.509,763.677,2314.46,629.653,764.883,579.413,1.065809846
551.4196,1210.82,505.537,519.613,499.071,736.056,504.226,549.38,523.885,569.724,935.177,514.815,525.768,763.489,2312.95,630.149,765.089,579.423,1.373549894
552.4196,1210.88,505.125,519.448,499.317,734.895,503.902,549.816,524.076,570.416,934.704,513.748,525.622,762.241,2314.33,630.438,765.125,579.168,-0.817201717
553.4196,1211.54,504.942,519.353,499.736,733.708,503.482,550.25,524.25,571.168,934.098,512.975,525.278,760.832,2316.54,630.488,765.168,578.67,-1.405551859
554.4196,1212.87,505.207,519.66,500.094,733.563,503.298,550.476,524.076,571.575,934.118,513.241,524.988,760.291,2317.01,630.276,765.437,578.158,2.799940579
555.4196,1214.64,505.888,520.434,500.229,734.749,503.47,550.441,523.529,571.521,935.037,514.608,524.878,760.891,2315.09,629.839,765.948,577.885,0.822103847
556.4196,1216.14,506.556,521.308,500.088,736.306,503.788,550.33,523.079,571.337,936.363,516.063,524.87,761.682,2313.17,629.296,766.399,577.919,2.492965623
557.4196,1216.61,506.757,521.884,499.636,737.185,504.012,550.344,523.23,571.378,937.548,516.534,524.871,761.632,2313.8,628.779,766.468,578.043,-0.440912765
558.4196,1216.24,506.399,522.019,499.019,737.048,504.058,550.462,524.016,571.682,938.284,515.899,524.836,760.645,2317.36,628.51,766.192,578.025,1.212937562
559.4196,1216.22,505.804,521.864,498.594,736.38,504.018,550.403,524.941,571.931,938.54,515.123,524.778,759.698,2321.72,628.811,766.004,577.872,1.310389539
560.4196,1217.71,505.311,521.586,498.703,735.704,503.987,549.895,525.499,571.805,938.307,515.162,524.711,759.771,2324.72,629.966,766.331,577.847,1.783541585
561.4196,1220.55,505.098,521.331,499.234,735.354,503.918,549.036,525.586,571.303,937.697,515.944,524.634,760.813,2325.83,631.593,767.096,578.206,-0.277769474
562.4196,1223.4,505.209,521.23,499.699,735.512,503.647,548.232,525.432,570.67,936.918,516.553,524.535,761.919,2325.88,632.758,767.809,578.851,0.232735057
563.4196,1225.04,505.662,521.41,499.648,736.305,503.04,547.86,525.266,570.138,936.197,516.155,524.41,762.251,2325.69,632.619,768.017,579.411,2.166514865
564.4196,1225.57,506.246,521.963,499.195,737.333,502.289,547.889,525.166,569.712,935.888,514.989,524.328,761.982,2325.91,631.413,767.703,579.547,0.755440807
565.4196,1225.9,506.61,522.961,498.784,737.882,501.784,548.043,525.126,569.268,936.423,513.92,524.402,761.88,2327.06,630.006,767.109,579.312,1.164030326
